ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
fTT_XTD1;4995;004/11;2011-08-04;2036-08-03;25;
RdhSPgVV;5011;;2016-02-23;;10;
YMM4BUw5;5012;012/11;2011-08-12;2036-08-11;25;
cHICZv9M;5013;006/11;2011-08-04;2036-08-03;25;
oAdpT05d;5014;005/11;2011-08-04;2036-08-03;25;
8NFpzGMe;5015;;2008-06-27;;3;
Qeuf6DUn;5018;042/11;2011-10-24;2036-10-23;25;Contract is renewable. Contract number: 042/11
5oQnajrE;5019;002/20;2020-01-14;2045-02-05;25;Previously contract 017/11 allocated to Megabois
IHZVsyfw;5020;TSC-0009;2010-10-01;2012-09-30;2;According to the contract the termination date is September 30, 2012. However, other sources claims the expiration date for the contract was actually 30/07/2013.
2lctc8Ow;5021;021/11;2011-10-24;2036-10-23;25;
9PeL4VWG;5023;;2008-06-27;;3;
v4JN8GPA;5024;;2002;2052;50;
8OkOhi6B;5029;020/11;2011-10-24;2036-10-23;25;
fUY8WgAj;5030;015/11;2011-08-04;2036-08-03;25;
8in-5gxv;5035;;;;25;
IVmREpNn;5037;;2010-02-26;;30;*Mar. 1, 2010, China Forestry Holdings Co Ltd has announced that it will spend RMB 464 million to purchase rights in a forest in Ninglang County, Yunnan Province. For a period of 30 years starting on Feb. 26, 2010, the Hong Kong-listed firm will have the right to plant trees in a large forest covering an area of 5.33 hectares.
RzQfFbDu;5049;;2009-03-24;;3;
QCmMiZ9M;5050;;;;20;
Xl0IEBJ1;5051;;2013-01-24;;;
vWEqgAZf;5055;;2015-01-04;;;
HVIvsxCD;5055;;2013;2063;50;One concession in 2013, a second lease in 2016
i3mGRc_s;5057;;;;24;
6bEHg8Nv;5059;;;;30;
JToHIsOP;5060;;;;50;Wanbao received a concession of 20,000 ha for a period of 50 years.
RhyLkiBy;5064;;;;20;
vX1LAibm;5092;14734X;;;;
uOnwsvY8;5093;14767X;;;;
j4LpJ8ND;5093;14768X;;;;
53_IpQRH;5093;14769X;;;;
KZJgOeED;5094;14770X;;;;
qHTCohLq;5094;14771X;;;;
diBsswUt;5094;14772X;;;;
-hZ-OvVz;5094;14773X;;;;
Oq73nX23;5094;14776X;;;;
Ue7GjQ8a;5096;;;;49;
2rY24_Wl;5098;;2011-03-18;;;
6H5y9Ieo;5104;;;;20;
2SaWR45C;5110;;;;99;
m3pePVNt;5129;;2011;2036;25;
21wXqmt-;5130;;2010;2015;5;5 year renewable agreement
vjsDsuW9;5133;;;;99;
-CqraYDG;5139;;2007-12;;55;
E1NWwSir;5169;;2010-12-01;;50;
n6iYVy2g;5170;;2014-09-01;;;
nLKotjug;5172;MV-00014840;2006-08-21;2036-08-21;30;
Y2QsfpIo;5173;;2015-06-25;;30;
eP6dyH7J;5179;;2012-04-23;;70;
SpSIA3mw;5180;;;;25;
XmKJBlDo;5181;;2010-09-06;;20;
vjIew9O6;5182;ML 01/12;2012-07-10;2037;25;With option to renewal
cbqdrnbQ;5183;ML02/2018;;;;
66rhgDlR;5184;;2002-03-31;2035-03-30;33;Renewable for 25 years
HNTXU6uw;5185;;2012-07-16;2032-07-15;20;
C_cJqZ56;5189;;;;5;
GGpvc8HW;5190;;;;4;
iXibGqix;5193;;2012-08-01;;30;
e4U1Hm3N;5194;;;;50;
l3dyb1W_;5195;676;2007-06-04;;;"Vsip-Bac Ninh Industrial Park was established according to Decision No. 676/TTg-CN of the Prime Minister dated June 4, 2007 with a total planning area of: 700 ha, of which the industrial park area is 500 ha and the urban area is 200 ha.
See: https://iipvietnam.com/khu-cong-nghiep-vsip-bac-ninh-915212.html
"
4vZZqhCv;5196;2122;;2008-12;50;see: https://vsip.haiphong.vn/tin-tuc/khu-cong-nghiep-do-thi-vsip-hai-phong-la-du-an-quan-trong-cua-huyen-thuy-nguyen-va-thanh-pho-hai-phong
ahuPNzKQ;5197;;2015-04-03;;70;"Date of PM's Decision of the IP's establishment.
See: https://kland.vn/IndustrialPark/khu-cong-nghiep-vsip-nghe-an.html"
NTOvkShK;5198;46221000302;2007-10-23;;;
FIQaHeC7;5199;;;;50;
O9FsKvwg;5200;44221000072;2008-12-29;;50;
_SqNblJ9;5201;;;;48;*In Oct 2011, Trouong Thanh Oji Plantation Company Limited was established with a 49% stake in Oji Paper and a 51% stake in TTF. The new company will have a plantable area of 17,000 ha and a project period of 48 years.
rgFW1t5O;5202;441023000001;2009-09-14;;50;
59yZRbZE;5203;MV-00016971;2011-12-28;2041-12-28;30;
b6TupPho;5204;;2011-05-26;;30;
D-pnGry3;5205;;2016;;50;
lPGoovqU;5207;MV-00009515;2005-03-30;2035-03-30;30;
yn59lWJU;5208;MV-00016679;2010-10-08;2040-10-08;30;
taSlhrXn;5209;MV-00015032;2009-07-28;2039-07-28;30;
kX7bEAd_;5210;MV-00015033;2009-07-28;2039-07-28;30;
_DD7GEnc;5211;MV-00015077;2009-08-20;2039-08-20;30;
tFJ_XBCQ;5212;MV-00016871;2011-07-06;2041-07-06;30;
2TbIyliB;5213;MV-00017078;2012-07-17;2042-07-17;30;
_cj4b6-N;5214;009/11;2011-08-04;2036-08-03;25;
7EHVEayI;5215;018/11;2011-10-24;2036-10-23;25;Another data source states contract expires on 23/10/2036
rMa-04cB;5216;019/11;2011-10-24;2036-10-23;25;
DrObxXef;5217;055/14;2014-06-26;2039-06-25;25;
73NWsoH2;5218;050/14;2014-04-25;2039-05-24;25;
aRGKo7XD;5219;056/14;2014-07-02;2039-07-01;25;
6GOiy4i-;5220;024/11;2011-10-24;2036-10-23;25;
gI-pXC-d;5221;025/11;2011-10-24;2036-10-23;25;
WL27PUqd;5222;010/11;2011-08-04;2036-08-03;25;
yx0ThUwd;5223;026/11;2011-10-24;2036-10-23;25;Contract N. 026
Qzj1QrM9;5224;;2011-08-04;;25;
UqkN48yf;5225;045/11;2011-10-24;2036-10-23;25;amendment on 13/12/2011. Contract expires 23/10/2036
50_rWv3u;5226;027/11;2011-10-24;2036-10-23;25;027/11
xMq1mRF1;5227;023/11;2011-10-24;2036-10-23;25;Contract number: 023/11. Contract expires 23/10/2036. In 2018 the concession held by SEFOCO was cancelled.
6q3bw4By;5228;001/20;2020-01-14;2045-02-05;25;Previously contract 016/11 allocated to SEFOCO
pwWkn-Ti;5229;039/11;2011-10-21;2036-10-20;25;
49fVpOrM;5230;040/11;2011-10-24;2036-10-23;25;
RD2xFchp;5231;063/14;2014-07-10;2039-08-09;25;
H9l7ZB6O;5232;065/14;2014-07-10;;25;
R7gPrCSk;5233;061/14;2014-07-10;2039-08-09;25;
IctaHcno;5234;060/14;2014-07-10;2039-08-09;25;Assigned to Forabola by Order n°015/15.
5RL0JZ_U;5235;054/14;2014-05-15;2039-05-14;25;054/14
QMUNdJuw;5236;062/14;2014-07-10;2039-08-09;25;
Dm-bHT1k;5237;004/20;2020-01-14;2045-02-05;25;Previously contract 033/11 allocated to Sicobois
cmxvCAiw;5238;034/11;2011-10-24;2036-10-23;25;
uACmXqz9;5239;036/11;2011-10-24;2036-10-23;25;The contract was amended on 13/12/2011. Assigned to Forabola by Order n°015/15.
tUa4WNJU;5240;037/11;2011-10-24;2036-10-23;25;
oUpDD1cf;5241;003/20;2020-01-14;2045-02-05;25;Previously contract 051/14 by Sicobois
pwx8OrIs;5242;052b/14;2014-05-21;2039-05-14;25;052b/14
RPU8sXzZ;5243;053/14;2014-05-15;2039-05-14;25;Assigned to Siforco by Order No. 019/14. Ceased to Booming Group in 2017.
0LW-9Wok;5244;007/20;2020-01-14;2045-02-05;25;Previously 057/14 held by Forabola.
TgNMD4AH;5245;2416;2006-08-17;;50;
TCUEtUXf;5246;1972;2016-09-16;;50;See: https://giadinhvaphapluat.vn/kcn-dv-dam-nha-mac-o-quang-ninh-mot-du-an-nhieu-tiem-nang-p70064.html
xDYXlcDr;5247;058/14;2014-07-10;;25;Assigned to Forabola by Order n°015/15.
oBokkXBH;5248;059/14;2014-07-10;2039-08-09;25;Previously CFT
RRkwhaph;5249;3646;2009-11-11;;50;
V9uTAJMt;5250;3742;2004-10-22;2053;50;
CvQcwKxc;5251;2508;2008-12-24;;;
dxXpOkA6;5252;;;;;Decision No. 3976 / QD-UBND dated August 13, 2015 of the City People's Committee  https://thoibaonganhang.vn/khan-truong-hoan-chinh-de-an-thanh-lap-khu-cong-nghe-cao-sinh-hoc-ha-noi-38410.html
vcBoLIPs;5253;192022000141;2009-02-27;;;
5jp2a9UU;5254;67;;;49;Decision No. 67/2006/QĐ-UBND from https://thuvienphapluat.vn/van-ban/Thuong-mai/Quyet-dinh-67-2006-QD-UBND-phe-duyet-du-an-xay-dung-khu-cong-nghiep-Khai-Quang-Vinh-Phuc-275388.aspx
GEZRo5Cv;5255;Document No. 805/CP-CN;;;;18/06/2003: Document No. 805/CP-CN of the Prime Minister on investment policy for construction of Binh Xuyen Industrial Park - An Thinh Vinh Phuc Construction Investment Co., Ltd is the Owner.
OZLiG0VE;5255;Document No. 1297/UBND-CN2;;;;02/04/2008: Document No. 1297/UBND-CN2 of Vinh Phuc People's Committee allowed the company to expand Binh Xuyen Industrial Park to the Southeast with an area of ​​290ha.
3Hi3422Z;5257;;;2057-01-01;;
UTn4bu3i;5258;3283;2007-11-09;;;See: https://english.vinhphuc.gov.vn/ct/cms/thongtingioithieu/Lists/industrialclusters/View_Detail.aspx?ItemID=57
s_2Ld2oO;5260;;;2054;;
oUthBf77;5261;;;2060-12-17;;
3B4feuPP;5262;637;2006-04-25;2056-04-25;50;
8oIi0BsA;5264;1131;2008-10-06;;;Decision No.1345/CP-CN
gP_qyXnr;5265;1208;2015-06-26;;;
NfTB6NB1;5266;;2008-07-17;;;
c8iTVGWd;5273;;2010;;;
gBGOyLGc;5274;6719;2008-10-16;2020;11;
dYvkmCQy;5275;23;2004-01-07;;;
VXgCLblA;5276;1300;2015-04-15;;;
K6uoIIjC;5278;;;;25;
J7MUSGoB;5281;;2009-11-03;;;Decision 3061 / QD - UBND
jR5IBGJh;5303;;;;50;
FtPXu2ij;5316;;;;99;
z0nG9bha;5342;ML01/2019;2019-05-23;2044-05-22;25;Initially awarded in 2012.
uhmVtnMb;5344;;2010-08-09;;25;
HREXPIY-;5346;;;;;Lifespan of mine estimated to be 14 years, until 2025.
_qRuz1lB;5361;TSC-0007;2010-07-21;2013-07-20;3;
Hd9nlIJy;5363;;2014-08-05;;;
w-drlXJ8;5364;;2008-06-18;;;
jHaxAsFI;5365;;2009-01-05;;20;
tDoxL4ha;5371;;2022-01-01;2022-12-31;1;There is a land lease agreement with Druzhba-Nova LLC for a total area of 33.34 hectares, of which 33.34 hectares are cropland, for a period of 1 year from 01.01.2022 to 31.12.2022. 
an1tpAnh;5371;;2011-08-08;2032-12-31;7;Extension of the land lease agreement for a total area of 65.1355 hectares, concluded between Valky village community council and Druzhba-Nova LLC on August 08, 2011, for a period of 7 years until December 31, 2032. 
O_Vda0fc;5378;;2014-07-15;;;"Size - 4,5795 ha
Cadastral number - 5325181700:00:003:0027
Territory - Chornychynskyi District, Poltavska Region.
Under the judicial decision this contract was recognised as unvalid  - 2015-07-17."
E3dMfq9E;5378;;2015-02-25;;;"Size - 2,09 ha
Cadastral number - 5325182600:00:002:0117
Territory - Chornychynskyi District, Poltavska Region
Under the judicial decision this contract was recognised as unvalid  - 2017-08-17"
cHcnfX0M;5385;;2016-04-20;;;
C_8XQs6R;5387;;2017-01-12;;;
PvzOEXQc;5396;;;;15;
GWZ3GBVp;5400;;;;70;
ALk3TMvu;5412;;;;25;
ika53Ula;5415;;2008-12-23;;50;
wQPwYoM0;5416;;2007;2057;50;see: https://c21capital.vn/song-khe-noi-hoang-industrial-park-bac-giang-province/
wtkqmyvc;5417;;;;30;
3nAGNaiM;5421;235;2001-06-25;;20;
ijwjAvOJ;5426;Decision No. 1928 / QD-UBND;2012-08-02;;;IZ - Hai Ha Port: Adjusting the General Planning of IZ - Hai Ha Port was approved in Decision No. 236 / QD-UBND dated February 6, 2012. The detailed planning of 1/2000 industrial zone-Hai Ha seaport was approved by the Provincial People's Committee in Decision No. 1928 / QD-UBND dated August 2, 2012. The planned area is 4,988 ha.
7ceOwIVn;5427;;;;40;
T66-3VyY;5428;;;;31;
GCnZlfyd;5434;MV-017387A;2013-09-27;2043-09-27;30;
fjWNF7DL;5435;MV-00015603;2010-06-24;2040-06-24;30;
xeQlSddP;5436;;2014-01-14;;30;
NvL2NpO7;5437;MV-00020042;2015-11-10;2045-11-10;30;
a9hdv3ai;5438;MV-00013409;2008-03-24;2038-03-24;30;Initial exploration activities at Golden Hill began in 2002, Bayan Airag receiving a gold and copper mine operation license from the Mineral Resources and Petroleum Regulatory Authority with a 30-year term
RIrhFIVL;5439;;2009-01-09;2034-01-18;25;
WbfSv7VB;5445;;2010-04-23;;3;
VLg8kfFu;5446;;2011-11-01;;5;
HVWwXLeK;5447;;2007-10-29;2057-10-28;50;
zijf_9tt;5449;453;2005-10-18;;50;"- Decision No. 4038/QD-UBND about approval of the master plan of Da Deng Industrial Park in Binh Duong Urban – Industry-Service Complex Zone.
 
- Investment License No. 453/GP-BD issued on 18 October 2005 by People’s Committee of Binh Duong Province.
 
- Investment Certificate No. 462023000442 issued by Management Board of Binh Duong Industrial Parks, first revision on 28 April 2008.
 
- Investment Certificate No. 462023000442 issued by Management Board of Binh Duong Industrial Parks, sixth revision on 26 March 2010."
och_eJt2;5450;46221000275;2007-10-03;;;
wPYPstWq;5451;4602002278;2007-04-24;;;
06HJUMly;5452;452;2002-06-14;;;"Decision approving the detailed planning of industrial parks: No. 972 / QD-BXD of July 17, 2002 of the Ministry of Construction approving the detailed planning of My Phuoc industrial park, province Binh Duong; No. 3557 / QD-UBND dated 17/8/2007 of the People's Committee of Binh Duong Province regarding the adjustment of detailed planning of My Phuoc Industrial Park https://kcn.binhduong.gov.vn/Lists/ThongTinCacKCN/DispForm.aspx?ID=12"
Yynnom1S;5453;222;2005-01-20;;;"Establishment decision: No. 59 / TTg-CN dated January 14, 2005 of the Prime Minister on the permission for the establishment of investment and establishment of My Phuoc 2 Industrial Park, Binh Duong province; No. 222 / QD-CT of January 20, 2005, of the Chairman of Binh Duong People's Committee, on the establishment and approval of investment projects on construction and commercial operation of technical infrastructure of My Phuoc 2 Industrial Park

-QĐ approving the Report on environmental impact assessment No. 1764 / QD-BTNMT dated December 7, 2004 of the Ministry of Natural Resources and Environment."
audwmJ7G;5454;2203;2005-10-27;;;
GBqcaXtx;5455;46221000085;2007-01-30;;;"- Establishment decision: No. 3681 / QD-CT issued by People's Committee of Binh Duong Province on September 29, 2003 approving the investment project on construction and commercial operation of infrastructure of Viet Huong 2 industrial park
- Investment certificate: No. 46221000085 issued by Binh Duong Industrial Zones Authority on 30/01/2007
- Decision approving the detailed planning of industrial park: No. 5157 / QD-UBND issued by People's Committee of Binh Duong province on February 12, 2003."
siZiWPOM;5456;46221001014;2013-09-12;;;"- Document No. 1158 / TTg-KTN of the Prime Minister dated July 8, 2010 on the addition of Tan Binh Industrial Park - Binh Duong province to the Planning for development of industrial parks in Vietnam.

- Decision No. 252 / QD-UBND of the People's Committee of Binh Duong Province, issued on February 2, 2012, approving the detailed planning project of Tan Binh Industrial Park in Tan Binh commune, Bac Tan Uyen district, Binh Duong province. .

- Business registration certificate of Joint Stock Company No. 3702068452 issued by Binh Duong Department of Planning and Investment for the first time on August 6, 2013;

- Investment certificate No. 46221001014 issued by Binh Duong Industrial Zones Authority for the first time on September 12, 2013."
s6eCPC9n;5457;1307;2010-05-06;;;"Decision approving the detailed planning of industrial parks: No. 2169 / QD-BXD of the Ministry of Construction on November 22, 2005; No. 1308 / QD-UBND issued by the People's Committee of Binh Duong province on May 6, 2010, approving the adjustment of the detailed planning of 1/2000 scale of Nam Tan Uyen industrial park in Tan Uyen District, Binh Duong province. https://kcn.binhduong.gov.vn/Lists/ThongTinCacKCN/DispForm.aspx?ID=15&PageIndex=1"
CCczCngF;5458;;2014-09-20;;25;
TxutaX94;5460;346;2006-03-03;;;"Decision approving the detailed planning of industrial zone: No. 346 / QD-BXD dated March 3, 2006 of the Ministry of Construction approving the detailed planning of Rach Bap Industrial Zone, Binh Duong; No. 3962 / QD-UBND dated 13/12/2010 of Binh Duong People's Committee approving the detailed planning adjustment of Rach Bap Industrial Zone, Binh Duong Province https://kcn.binhduong.gov.vn/Lists/ThongTinCacKCN/DispForm.aspx?ID=17&PageIndex=1"
gO95Vepe;5461;1199;2002-09-24;;;"- Certificate of investment / business registration: No. 3700147268 first registered on March 27, 1996 by the Department of Planning and Investment of Binh Duong province, changed 34 times on 24/8/2010.
- Establishment Decision: No. 796 / TTg of October 26, 1996 of the Prime Minister on investment in construction projects and infrastructure business in Song Than 2 industrial park, Song Be province.
- Decision approving the detailed planning of industrial park: No. 1199 / QD-BXD dated September 24, 2002 of the Ministry of Construction approving the adjustment of the detailed planning of Song Than 1 and 2 Industrial Zones, Binh Duong province. ; No. 958 / QD-UBND of March 31, 2008, approving the adjustment of detailed plannings, Song Than 2 Industrial Park, Binh Duong province."
n4WRCLn6;5462;46221000224;2007-08-06;;;
I4bz9Wd2;5463;1308;2006-09-18;;;
sQdaWKBT;5465;;2014;;40;
tLKgH89c;5466;1437;2016-09-09;2066-09-08;50;
L0bstIBD;5467;;2002-12-19;2052-12-18;50;Phase 1
PmGmx0YV;5468;;2005-02-24;2055-02-23;50;"+  First Phase: 344 ha (Operational time: 2005 – 2055)
+ Second Phase: 314 ha (Operational time: 2016 – 2066)"
LTa3QkC5;5469;;2007-01-01;2057-01-01;50;Phase 1: 272 hectares
xUrQF9cc;5469;;2010-01-01;2060-01-01;50;Phase 2: 95.8 hectares addition to Phase 1
2l9T2b53;5470;856;2007-06-28;;50;
-PdFfrxq;5471;1657;2012-12-26;;50;
blu3C9iD;5472;537;2009-04-28;;;
A4Z2tM90;5473;1546;2008-09-18;;;
XkLWmNQs;5474;436;2009-04-13;;47;
HeDZgq3a;5475;856;2007-06-28;;;
8zSb3a8c;5477;n°03/CD/CM.;2017-03-24;;40; farm over a 40-year period
e6lNAlbJ;5478;6221000045;2008-07-03;2058-07-03;50;
EwRXJ0e8;5479;335;2006-03-22;;50;
DPVFM-cU;5484;4201000068;2007-05-31;;50;
Fyp1Vl0x;5485;4201000075;2007-09-20;2057-06;50;"Price: 70 USD/m2 Not Include VAT
[Source: KLand]"
7QDtTrp6;5487;1454;2005-04-01;2055;50;
oCqsOGNJ;5491;;;;10;
BHaQbEZO;5492;;;;99;
FljMGGa-;5496;;;;50;
5JbkQVFT;5499;MV-014917;2009-05-22;2039-05-22;30;
dOW74_FZ;5502;1826;2010-10-07;;;
ieT8L7E_;5503;1107;2006-08-21;2062-01-01;;
We7s2aKd;5506;1645;2012-10-15;;50;
8_L1tPUB;5508;;2009-08-20;;49;"Quyet Thang Industrial Park has been approved by the Prime Minister in Document No. 1854/TTg-KTN dated October 8, 2009, on adjusting and supplementing Thai Nguyen province's industrial zones in the list of Vietnam's industrial zones expected to be prioritized for newly established and expanded to 2015 and orientation to 2020 promulgated together with Decision No. 1107/QD-TTg dated August 21, 2006, of the Prime Minister.
See: https://cafef.vn/du-an/QTI/khu-cong-nghiep-quyet-thang.chn"
QW6zO_HJ;5511;1144;2010-04-22;2050-04-22;;"Document No. 1607 / TTg-KTN dated September 9, 2009 on supplementing planning of industrial zones in Quang Ninh province;
Document No. 1607 / TTg-KTN dated September 9, 2009 on supplementing planning of industrial zones in Quang Ninh province under Decision No. 1107 / QD-TTg dated August 21, 2006 of the Prime Minister on the list of industrial parks expected to be prioritized for new establishment by 2015 and orientations to 2020;

See: https://vnire.com/phuong-nam-industrial-park-iz/"
