ID;Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
bhvAfmhw;809;Coordinates;Choco, Colombia;7.0451,-76.6619;;;The polygons represent all the land under concession held by La Muriel Mining Company under this deal. It must be stated that not all the land is defined for cobber extraction, but some concessions are still under exploration schemes. Additionally, some contracts have already been suspended due to the intersection of the area with indigenous and collective afrocolombian territories.
t9H8JE0K;811;Coordinates;Cajamarca, Tolima, Colombia;4.4303,-75.5038;La Colosa;Contract EIG-163;AgloGold Ashanti has received several allowance for exploration. In Colomobia, they had almost 8 million hectares for exploration. The polygon in this specific observation refers to the exploration contract Nr. EIG-163, located in Cajamarca and where the mine is supposed to be located. The polygon was extracted from the geographic services of the Agencia Nacional de Minería of Colombia.
hL2HqRu6;812;Country;Costa Rica;9.74892,-83.75343;;;
_76lBAmq;815;Administrative region;Peninsula De Nicoya, Costa Rica;10.03199,-85.44099;;;
l8M9RpEd;818;Country;Cuba;21.52176,-77.78117;;;
Qh6NxGA0;821;Administrative region;Sumaco Galeras National Park, Ecuador;-0.36591,-77.4702;;;Provincia de Napo, Parque Nacional Sumaco. 201,17 kilometers southeast of Quito.
kwIiWlLq;822;Administrative region;Cotacachi, Ecuador;0.3,-78.26667;;;Intag y Cotacachi , Junin
wJqVazjO;831;Administrative region;El Estor, Guatemala;15.53333,-89.35;;;El Estor
j0KgO5dB;833;Coordinates;Chiquimililla, Santa Rosa, Guatemala;13.9614,-90.3922;Finca San Francisco - La Canoa;;
7bFqJmLp;834;Administrative region;Sayaxché, Guatemala;16.52591,-90.18931;;;"Tecún Umán (San Marcos); Coatepeque, (Quetzaltenango); Tiquisate y La Gomera (Escuintla); Sayaxche (Petén)"
ti_rqwvb;835;Administrative region;Mariscos y Estor, Izabal, Guatemala;15.35187,-89.28634;;;"Izabal, Mariscos y El Estor
Coordinates: 15.3518694082213, -89.2863375766628"
lRpyOdh4;837;Administrative region;Sayaxché, Guatemala;16.52591,-90.18931;;;"(Petén), Sayaxche
Coordinates: 16.325222, -90.210102"
3RKtzZya;838;Administrative region;Fray Bartolomé de las Casas, Guatemala;15.80697,-89.86103;;;(Alta Verapaz), Fray Bartolomé de Las Casas y Chahal
8_sGwdan;839;Coordinates;(Petén), Sayaxche;16.32522,-90.2101;;;"(Petén), Sayaxche
Coordinates: 16.325222, -90.210102"
_kuMi746;840;Coordinates;Sayaxché, Guatemala;16.22284,-90.36154;;;Tierra Blanca
x2wRwEJc;840;Coordinates;Ixcán, Guatemala;15.99394,-90.46837;;;
p7fbUZKC;843;Coordinates;Alta Verapaz Department, Guatemala;15.36066,-89.69258;;;Valle Polochic: Panzos, Alta Verapaz, El Estor, Mariscos
Z8bZHcsz;844;Coordinates;Morales, Guatemala;15.58221,-88.59405;;This is the location of one of the company's farm, Finca Dublin.;" (Izabal), Puerto Barrios y Morales 
Coordinates: 15.4204597488621, -88.7514801134764"
VcAINnRn;846;Administrative region;Essequibo Islands-West Demerara, Guyana;6.57201,-58.463;;;"The Groete Deposit is located at 
Latitude 6o
 37‟ 42” N, Longitude 58o
 43‟ 07” W (UTM Zone 21N 310,000mE, 733,000mN, 
WGS 84 Datum)"
S93z1qQc;847;Administrative region;Upper Takutu-Upper Essequibo, Guyana;2.92396,-58.73736;;;Rewa Head
fMJtwCZk;849;Administrative region;Guyana;4.86042,-58.93018;;;
F4WzJ--G;851;Administrative region;Bartica, Guyana;6.40432,-58.62582;;;
sPr8aNd0;852;Administrative region;Chiapas, México;16.75693,-93.12924;;;Chiapas, Chicomuselo, ejido Grecia
EVMrD4qb;854;Administrative region;Oaxaca, OAX, México;17.05942,-96.72162;;;Oaxaca, Istmo de Tehuantepec, Jutichan, La Venta
vJ2pQZBp;855;Administrative region;Oaxaca, Oaxaca, Mexico;17.05942,-96.72162;;;Oaxaca, Istmo de Tehuantepec, Jutichan, La Venta
xNje_Wwx;858;Administrative region;Chiapas, México;16.72011,-93.16769;;;"Chiapas
The whole project (Centro Integral Palenque - CIP) involves: Catazajá, Chilón, Ocosingo, Salto del Agua, Tumbalá y Palenque"
wx_oNzF5;859;Administrative region;Tizimín, Yuc., Mexico;21.14547,-88.14961;;;
IO710S9u;860;Administrative region;San Dionisio del Mar, OAX, México;16.321,-94.75064;;;
uu1_NekR;861;Administrative region;Mazapil, ZAC, México;24.63787,-101.5532;;;Munucipio Mazapil, Zacatecas
diGegN4Q;865;Administrative region;Bonanza, Nicaragua;14.04207,-84.56153;;;"Mina La Libertad; Area concesional de “Hemco Nicaraguan Concession”, en Bonanza, Costa Caribe"
jpUqZj8U;867;Administrative region;Santa Bárbara, Nicaragua;13.45,-86.53333;;;Santa Barbara
trIn2fv0;868;Administrative region;Quilalí, Nicaragua;13.56425,-86.02985;;;Quilalí, Nueva Segovia
WEFth2gB;869;Coordinates;Boquerón, Paraguay;-21.74491,-60.954;Estancia Jerovia- Cresca S.A.;;Located in Mariscal José Felix Estigarribia, District of Boquerón, Chaco Paraguayo, Republic of Paraguay.
Ya1OIX3U;872;Administrative region;Departamento de Alto Paraguay, Paraguay;-21.31334,-58.9008;;;Alto Paraguay
Ox2dFO79;873;Country;Paraguay;-23.4425,-58.44383;;;
MapfI56A;874;Country;Paraguay;-23.4425,-58.44383;;;
TMnIeCXx;875;Country;Paraguay;-23.4425,-58.44383;;;
Lk7YE_YP;877;Coordinates;Caazapa, Paraguay;-26.04361,-56.3;;;"La Milagrosa Farm
26°2""37' S
56°18""0' W"
INCHtBRs;879;Administrative region;Chaco, Paraguay;-27.3144,-58.5519;;;Chaco region.
00yQdPCY;880;Administrative region;Boquerón, Paraguay;-21.74493,-60.95401;;;
khDAnWcZ;881;Administrative region;Paraguay;-23.4425,-58.44383;;;
F2hpVuAh;883;Administrative region;San Ignacio, Peru;-5.14816,-79.00603;;;San Ignacio, Las Huaquillas
dPDgOWru;884;Administrative region;Ucayali, Perú;-9.82512,-73.08775;;Quebrada Matupay;Ucayali
nAQm4mic;885;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
ZPKAvzD-;886;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
8TiMwHCG;887;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
D9LGcEtW;889;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
zXaf47hJ;890;Administrative region;Ancash, Perú;-9.32505,-77.56194;;;Ancash (Valle del Santa)
-MvNQrkA;891;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
q6mAPnT_;892;Administrative region;Ica, Peru;-13.93794,-75.80071;;;
LVie1XCX;893;Administrative region;Morococha, Peru;-11.5979,-76.14052;;;provincia de Yauli,departamento de Junín , Morococha district
eXKB1V-6;895;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad (Ascope)
5LjQ-j93;897;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad (Ascope)
98eQhASz;898;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad
EwjoWeyx;899;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
GW6Z9htA;900;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;La Libertad
3ulN7J6y;901;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
vXCUED6m;902;Administrative region;Barranquita, Perú;-6.17541,-76.89443;;;San Martín, Barranquita
kmJEN0-Q;904;Administrative region;Yurimaguas, Peru;-5.90606,-76.12203;;;Yurimaguas, Loreto
msi8l_QC;906;Administrative region;Valle de Piura;-5.2,-80.63333;;;Valle de Piura
H0XdagPd;907;Administrative region;Piura, Perú;-5.2,-80.63333;;;Valle de Piura
3_Lg9jER;909;Administrative region;Huacho, Perú;-11.12407,-77.60206;;;Lima (Huacho)
5TYZf8et;910;Administrative region;Lambayeque, Perú;-6.47765,-79.91927;;;Lambayeque
xQywfQgq;911;Administrative region;Ica, Perú;-14.06394,-75.74399;;;Valle del Ica
WbN5vlh1;914;Administrative region;La Oroya, Perú;-11.5254,-75.89842;;;La Oroya
P8VNQFjJ;916;Administrative region;Piura, Perú;-5.2,-80.63333;;;Piura
faYUz4CU;917;Administrative region;Loreto, Peru;-4.23247,-74.21793;;;Amazonia, Bloque 39
YtRfnEGX;918;Administrative region;San Lorenzo, Peru;-4.77191,-76.48508;;;Amazonia, Rio Pastaza
BImvrg5f;920;Administrative region;San Martin, Peru;-7.24449,-76.82597;;;"San Martín
Coordinates: -7.199000723728755, -76.827392578125"
MKwpfdTu;921;Administrative region;Perú;-9.18997,-75.01515;;;
VJUYK2TA;924;Administrative region;Paysandú, Uruguay;-32.44664,-57.86132;;Las operaciones de la empresa se encuentran distribuidas en los departamentos de Cerro largo, Colonia, Durazno, Flores, Florida, Lavalleja, Paysandú, Rio Negro, Rivera, Rocha, Salto, Soriano, Tacuarembó y Treinta y Tres.;
3iaOQUxW;924;Administrative region;Rio Negro, Uruguay;-33.12081,-58.25523;;;
8KwuZy2n;925;Country;Uruguay;-32.52278,-55.76584;;;
C2RdC9I7;926;Coordinates;Cerro largo, Melo Departamento de Cerro Largo, Uruguay;-32.41864,-54.12141;Estancia Ana Paula.;Las coordenadas corresponden al Frigorifico Pul S.A. La empresa posee un área mayor en la región.;
jH3TQjA3;926;Administrative region;Tacuarembó Departamento de Tacuarembó, Uruguay;-31.72068,-55.98598;;;
FyqjuYOW;928;Administrative region;Tacuarembo, Uruguay;-31.73333,-55.98333;;;Tacuarembó in the North Central region of Uruguay
3cJwnd3n;929;Administrative region;Florida, Uruguay;-34.1,-56.21667;;;Rocha, Florida
eagaTjdc;933;Administrative region;Durazno, Uruguay;-33.07845,-56.025;;;
NR5FoaVv;934;Administrative region;Cerro Largo, Uruguay;-32.20248,-54.25931;;;
N1lEjcRI;937;Coordinates;Durazno, Uruguay;-33.06031,-56.08536;Estancia La pecuaria;;
SHhWLmGy;938;Administrative region;Guárico, Venezuela;8.74893,-66.23672;;;Guárico, Delta Amacuro, Barinas, Apure y Portuguesa
5FDRsOgX;938;Administrative region;Delta Amacuro, Venezuela;8.83159,-61.51805;;;
cRXm7280;938;Administrative region;Barinas, Venezuela;8.62315,-70.2371;;;
QxmcPCI1;938;Administrative region;Apure, Venezuela;6.92695,-68.52471;;;
kA_TTi9n;938;Administrative region;Portuguesa, Venezuela;9.0944,-69.09702;;;
tqKVimqi;949;Country;Belarus;53.70981,27.95339;;;
ZZRL1x7k;950;Administrative region;Pleven, Bulgaria;43.41704,24.60668;;;
B1atIHBm;950;Administrative region;Yambol, Bulgaria;42.4842,26.5035;;;
rZDayng_;950;Administrative region;3800 Kula, Bulgaria;43.88974,22.51932;;;
2Vot1a-A;950;Administrative region;5900 Levski, Bulgaria;43.36145,25.1431;;;
LM-JHKKF;950;Administrative region;3840 Boynitsa, Bulgaria;43.95758,22.53251;;;
hF40fadB;950;Administrative region;Varna, Bulgaria;43.20467,27.91054;;;
rXmc6JGu;951;Administrative region;Veliko Tarnovo, Bulgaria;43.07566,25.61716;;;former properties of agricultural land were mainly located in Northwestern Bulgaria
UF9W75OU;952;Country;Болгарія;42.73388,25.48583;;;
-5CeNAqN;953;Administrative region;Pordim, Bulgaria;43.37798,24.84764;;;
wPmD-xnV;953;Administrative region;3640 Yakimovo, Bulgaria;43.6348,23.36632;;;
RPHX8-NT;953;Administrative region;3330 Miziya, Bulgaria;43.69124,23.8534;;;
zYLoPLu7;959;Country;Georgia;42.31541,43.35689;;;
Eq68VVOr;962;Administrative region;Mažeikiai, Lithuania;56.30924,22.34147;;;
i47mvA83;962;Administrative region;Raseiniai, Lithuania;55.38195,23.11561;;;
9DGF9vw-;962;Administrative region;Paūliai, Lithuania;54.16206,24.3568;;;
kI0ysQ90;976;Administrative region;Mosa, Papua New Guinea;-5.62617,150.23713;New Britain Palm Oil Limited;oil palm plantations;
oYdkSED8;980;Administrative region;Buzău, Romania;45.14806,26.82334;;;Near Buzau.
9FMt3dlA;981;Administrative region;Tormac, Romania;45.52294,21.49209;;;2km from the village Sipet
WQ1LiJYd;981;Exact location;Măureni 327265, Romania;45.40727,21.50384;Tormac;;
LBpmxYai;983;Administrative region;Argeș County, Romania;45.07225,24.81427;;;
ypDOnoUz;983;Administrative region;Dâmbovița County, Romania;44.92899,25.42539;;;
DdtJIIvS;983;Administrative region;Buzău County, Romania;45.33509,26.71076;;;
IShNMCF3;984;Administrative region;Brașov, Romania;45.66667,25.61667;;;
tOv27smW;984;Administrative region;Buzău, Romania;45.16667,26.81667;;;
gFyV_hca;984;Administrative region;Drobeta-Turnu Severin, Romania;44.63692,22.65973;;;
chMwwoyf;984;Administrative region;Câmpulung, Romania;45.27061,25.0531;;;
yopzu7tj;987;Country;Romania;45.94316,24.96676;;;
bAAZxq2v;992;Country;Russland;61.52401,105.31876;;;
8PmwQ-mT;993;Administrative region;Penza, Penza Oblast, Russia;53.19398,45.01212;;;
w212z35x;999;Administrative region;Penza, Penza Oblast, Russia;53.2,45.01667;;;Penza
VqBJfZp1;1000;Administrative region;Lipetsk, Lipetsk Oblast, Russia;52.6122,39.59812;;;Lipetsk 
if23Vax0;1003;Administrative region;Мордово, Тамбовская обл., Росія;52.08984,40.78809;;;In the Mordovian region, the company has 15100 ha of arable land
AWJrHYva;1003;Administrative region;Петровский р-н, Тамбовская обл., Росія;52.59123,40.30944;;;In the Petrovsky region, the company has 5000 ha of arable land
uGCRVupp;1003;Administrative region;Знаменский р-н, Тамбовская обл., Росія;52.42238,41.33012;;;in the Znamensky region, the company has 300 ha of arable land
ymnXogYb;1004;Administrative region;Tambov, Tambov Oblast, Russia;52.73359,41.29577;;;Tambov
qjL4pODh;1004;Administrative region;Петровский р-н, Тамбовская обл., Росія;52.59123,40.30944;;;
qoILrjmw;1005;Administrative region;Конишевський район, Курська область, Росія;51.92143,35.34351;;;Kursk
XkdkrOCd;1005;Administrative region;Дмитрієвський район, Курська область, Росія;52.14984,34.95807;;;The operating company controls approximately 640 ha of land in this region
_drMsE-A;1005;Administrative region;Хомутовський район, Курська область, Росія;51.84925,34.70519;;;
qmdwP1ca;1006;Administrative region;Kurgan, Kurgan Oblast, Russia;55.45,65.33333;;;Kurgan
bTu6nvZD;1007;Exact location;Троицкое, Липецкая обл., Росія, 398530;52.48984,39.52596;;;The operating company has 10 000 ha of leased lands in this region
-0KFV-yi;1007;Administrative region;Чаплигін, Ліпецька область, Росія;53.23988,39.96885;;;Another seven thousand hectares of arable land are located in the Chaplyginsky and Lebedyansky districts.
-Jycf5ef;1007;Administrative region;Лебедянь, Ліпецька область, Росія;53.02057,39.13048;;;Another seven thousand hectares of arable land are located in the Chaplyginsky and Lebedyansky districts.
qkZG7DUx;1011;Administrative region;Voronezh, Voronezh Oblast, Russia;51.6755,39.20888;;;
Zw3l845i;1011;Administrative region;Oryol, Oryol Oblast, Russia;52.96685,36.06249;;;
c0XbfAR5;1011;Administrative region;Rostov-on-Don, Rostov Oblast, Russia;47.21667,39.7;;;
Q_rRwa8Q;1011;Administrative region;Penza, Penza Oblast, Russia;53.2,45.01667;;;
5MU5qBW9;1011;Administrative region;Kursk, Kursk Oblast, Russia;51.7092,36.15622;;;
xVT3CvKn;1011;Approximate location;Ольховатка, Воронезька область, Росія;50.27692,39.30292;;;
U6rgsphC;1011;Approximate location;Россошанский район, Воронезька область, Росія;50.13009,39.73601;;;
BAR58bGO;1012;Administrative region;Penza, Penza Oblast, Russia;53.2,45.01667;;;
s1x--DIQ;1012;Administrative region;Kursk, Kursk Oblast, Russia;51.7092,36.15622;;;
YXKiX-GJ;1012;Administrative region;Kaliningrad, Kaliningrad Oblast, Russia;54.71667,20.51667;;;
-4QWXqAb;1012;Administrative region;Kalmykia, Russia;46.56768,45.77316;;;
tIX4yuvJ;1012;Administrative region;Stavropol, Stavropol Krai, Russia;45.05,41.96667;;;
8Idqv0i0;1013;Administrative region;Altay, Russia;50.61819,86.21993;;;
z92kWb7U;1013;Administrative region;Krasnoyarsk, Krasnoyarsk Krai, Russia;56.01275,92.92236;;;
Wm8hTc8t;1013;Administrative region;Omsk, Omsk Oblast, Russia;54.96667,73.38333;;;
aPkJWNoP;1013;Administrative region;Novosibirsk, Novosibirsk Oblast, Russia;55.01667,82.93333;;;
05O2NnjD;1013;Administrative region;Kemerovo, Kemerovo Oblast, Russia;55.33333,86.06667;;;
Nb3M9J66;1014;Approximate location;Новодевица, Приморский край, Росія, 692275;44.49326,132.19078;;;near vladivostok
441K-z0b;1016;Administrative region;Лев-Толстовский район, Ліпецька область, Росія;53.25509,39.55131;;;
Yz0ypvf4;1016;Administrative region;Данковский район, Ліпецька область, Росія;53.28159,39.09209;;;
hrA1MKnV;1016;Administrative region;Лебедянский район, Ліпецька область, Росія;53.01015,39.15844;;;
qEzKGFhg;1017;Administrative region;Чишминський район, Башкортостан, Росія;54.59494,55.39016;;;
3iBSG1ki;1017;Administrative region;Благоварський район, Башкортостан, Росія;54.6909,55.01575;;;
KxoMdyz-;1017;Administrative region;Буздяцький район, Башкортостан, Росія;54.64203,54.52375;;;
y5yXZVZa;1018;Administrative region;Veliko Polje, Serbia;44.59393,20.1922;;;" Svilajnac
Coordinates: 44.23400755212855, 21.198806762695312"
J441ihlg;1019;Administrative region;Ngalimbiu River, Solomon Islands;-9.52555,160.1046;;;Ngalimbiu
cU0lsRyj;1019;Administrative region;Tetere, Solomon Islands;-9.4218,160.17386;;;
854baK5T;1019;Administrative region;Mbalisuna, Solomon Islands;-9.50146,160.22809;;;
UXuItPq5;1021;Administrative region;Commewijne, Suriname;5.74021,-54.87312;;;
Bd1ijtxB;1023;Administrative region;Kharkiv, Kharkiv Oblast, Ukraine;49.9935,36.23038;;;
_smY8yIl;1023;Administrative region;Kirovohrad, Kirovohrads'ka oblast, Ukraine;48.50793,32.26232;;;
SHESlCLu;1023;Administrative region;Bila Tserkva, Київська область, Україна;49.79679,30.13108;;Livestock complex location;
